Record Length,Analog:10000
Sample Interval,2.000000E-07
Vertical Units,V,
Vertical Scale,+1.000000E+00
Vertical Offset,-3.000000E+00
Horizontal Units,s
Horizontal Scale,+2.000000E-04
Model,SDS2104X Plus
Serial Number,SDS2PEEX7R1357
Software Version,5.4.0.1.6.2R5
Source,CH1
Second,Value
+2.8760000000E-04,+4.966667E+00
+2.8780000000E-04,+4.966667E+00
+2.8800000000E-04,+4.966667E+00
+2.8820000000E-04,+4.975000E+00
+2.8840000000E-04,+4.966667E+00
+2.8860000000E-04,+4.966667E+00
+2.8880000000E-04,+4.966667E+00
+2.8900000000E-04,+4.966667E+00
+2.8920000000E-04,+5.000000E+00
+2.8940000000E-04,+4.966667E+00
+2.8960000000E-04,+4.966667E+00
+2.8980000000E-04,+4.966667E+00
+2.9000000000E-04,+4.966667E+00
+2.9020000000E-04,+4.966667E+00
+2.9040000000E-04,+4.966667E+00
+2.9060000000E-04,+4.966667E+00
+2.9080000000E-04,+4.983334E+00
+2.9100000000E-04,+4.966667E+00
+2.9120000000E-04,+4.966667E+00
+2.9140000000E-04,+4.966667E+00
+2.9160000000E-04,+4.975000E+00
+2.9180000000E-04,+4.975000E+00
+2.9200000000E-04,+4.966667E+00
+2.9220000000E-04,+4.966667E+00
+2.9240000000E-04,+4.966667E+00
+2.9260000000E-04,+4.966667E+00
+2.9280000000E-04,+4.966667E+00
+2.9300000000E-04,+4.975000E+00
+2.9320000000E-04,+4.966667E+00
+2.9340000000E-04,+4.966667E+00
+2.9360000000E-04,+4.966667E+00
+2.9380000000E-04,+4.966667E+00
+2.9400000000E-04,+4.975000E+00
+2.9420000000E-04,+4.975000E+00
+2.9440000000E-04,+4.966667E+00
+2.9460000000E-04,+4.966667E+00
+2.9480000000E-04,+4.966667E+00
+2.9500000000E-04,+4.966667E+00
+2.9520000000E-04,+4.966667E+00
+2.9540000000E-04,+4.966667E+00
+2.9560000000E-04,+4.975000E+00
+2.9580000000E-04,+4.966667E+00
+2.9600000000E-04,+4.966667E+00
+2.9620000000E-04,+4.966667E+00
+2.9640000000E-04,+4.966667E+00
+2.9660000000E-04,+4.966667E+00
+2.9680000000E-04,+4.966667E+00
+2.9700000000E-04,+4.966667E+00
+2.9720000000E-04,+4.966667E+00
+2.9740000000E-04,+4.966667E+00
+2.9760000000E-04,+4.975000E+00
+2.9780000000E-04,+4.966667E+00
+2.9800000000E-04,+4.966667E+00
+2.9820000000E-04,+4.966667E+00
+2.9840000000E-04,+4.966667E+00
+2.9860000000E-04,+4.966667E+00
+2.9880000000E-04,+4.966667E+00
+2.9900000000E-04,+4.966667E+00
+2.9920000000E-04,+4.966667E+00
+2.9940000000E-04,+4.975000E+00
+2.9960000000E-04,+4.966667E+00
+2.9980000000E-04,+4.966667E+00
+3.0000000000E-04,+4.966667E+00
+3.0020000000E-04,+4.966667E+00
+3.0040000000E-04,+4.966667E+00
+3.0060000000E-04,+4.966667E+00
+3.0080000000E-04,+4.966667E+00
+3.0100000000E-04,+4.966667E+00
+3.0120000000E-04,+4.966667E+00
+3.0140000000E-04,+4.983334E+00
+3.0160000000E-04,+4.975000E+00
+3.0180000000E-04,+4.966667E+00
+3.0200000000E-04,+4.966667E+00
+3.0220000000E-04,+4.966667E+00
+3.0240000000E-04,+4.966667E+00
+3.0260000000E-04,+4.966667E+00
+3.0280000000E-04,+4.975000E+00
+3.0300000000E-04,+4.966667E+00
+3.0320000000E-04,+4.966667E+00
+3.0340000000E-04,+4.966667E+00
+3.0360000000E-04,+4.975000E+00
+3.0380000000E-04,+4.966667E+00
+3.0400000000E-04,+4.966667E+00
+3.0420000000E-04,+4.966667E+00
+3.0440000000E-04,+4.966667E+00
+3.0460000000E-04,+4.975000E+00
+3.0480000000E-04,+4.966667E+00
+3.0500000000E-04,+4.966667E+00
+3.0520000000E-04,+4.966667E+00
+3.0540000000E-04,+4.966667E+00
+3.0560000000E-04,+4.975000E+00
+3.0580000000E-04,+4.966667E+00
+3.0600000000E-04,+4.966667E+00
+3.0620000000E-04,+4.975000E+00
+3.0640000000E-04,+4.966667E+00
+3.0660000000E-04,+4.975000E+00
+3.0680000000E-04,+4.966667E+00
+3.0700000000E-04,+4.983334E+00
+3.0720000000E-04,+4.966667E+00
+3.0740000000E-04,+4.966667E+00
+3.0760000000E-04,+4.966667E+00
+3.0780000000E-04,+4.966667E+00
+3.0800000000E-04,+4.966667E+00
+3.0820000000E-04,+4.966667E+00
+3.0840000000E-04,+4.966667E+00
+3.0860000000E-04,+4.966667E+00
+3.0880000000E-04,+4.966667E+00
+3.0900000000E-04,+4.966667E+00
+3.0920000000E-04,+4.966667E+00
+3.0940000000E-04,+4.966667E+00
+3.0960000000E-04,+4.983334E+00
+3.0980000000E-04,+4.966667E+00
+3.1000000000E-04,+4.966667E+00
+3.1020000000E-04,+4.983334E+00
+3.1040000000E-04,+4.975000E+00
+3.1060000000E-04,+4.966667E+00
+3.1080000000E-04,+4.966667E+00
+3.1100000000E-04,+4.966667E+00
+3.1120000000E-04,+4.966667E+00
+3.1140000000E-04,+4.966667E+00
+3.1160000000E-04,+4.966667E+00
+3.1180000000E-04,+4.966667E+00
+3.1200000000E-04,+4.975000E+00
+3.1220000000E-04,+4.975000E+00
+3.1240000000E-04,+4.966667E+00
+3.1260000000E-04,+4.966667E+00
+3.1280000000E-04,+4.966667E+00
+3.1300000000E-04,+4.966667E+00
+3.1320000000E-04,+4.966667E+00
+3.1340000000E-04,+4.966667E+00
+3.1360000000E-04,+4.966667E+00
+3.1380000000E-04,+4.966667E+00
+3.1400000000E-04,+4.966667E+00
+3.1420000000E-04,+4.966667E+00
+3.1440000000E-04,+4.966667E+00
+3.1460000000E-04,+4.966667E+00
+3.1480000000E-04,+4.966667E+00
+3.1500000000E-04,+4.966667E+00
+3.1520000000E-04,+4.966667E+00
+3.1540000000E-04,+4.966667E+00
+3.1560000000E-04,+4.966667E+00
+3.1580000000E-04,+4.975000E+00
+3.1600000000E-04,+4.966667E+00
+3.1620000000E-04,+4.966667E+00
+3.1640000000E-04,+4.966667E+00
+3.1660000000E-04,+4.975000E+00
+3.1680000000E-04,+4.966667E+00
+3.1700000000E-04,+4.966667E+00
+3.1720000000E-04,+4.966667E+00
+3.1740000000E-04,+4.966667E+00
+3.1760000000E-04,+4.966667E+00
+3.1780000000E-04,+4.966667E+00
+3.1800000000E-04,+4.991667E+00
+3.1820000000E-04,+4.975000E+00
+3.1840000000E-04,+4.966667E+00
+3.1860000000E-04,+4.975000E+00
+3.1880000000E-04,+4.983334E+00
+3.1900000000E-04,+4.966667E+00
+3.1920000000E-04,+4.966667E+00
+3.1940000000E-04,+4.966667E+00
+3.1960000000E-04,+4.966667E+00
+3.1980000000E-04,+4.966667E+00
+3.2000000000E-04,+4.966667E+00
+3.2020000000E-04,+4.966667E+00
+3.2040000000E-04,+4.966667E+00
+3.2060000000E-04,+4.975000E+00
+3.2080000000E-04,+4.966667E+00
+3.2100000000E-04,+4.966667E+00
+3.2120000000E-04,+4.983334E+00
+3.2140000000E-04,+4.975000E+00
+3.2160000000E-04,+4.966667E+00
+3.2180000000E-04,+4.966667E+00
+3.2200000000E-04,+4.966667E+00
+3.2220000000E-04,+4.966667E+00
+3.2240000000E-04,+4.975000E+00
+3.2260000000E-04,+4.966667E+00
+3.2280000000E-04,+4.966667E+00
+3.2300000000E-04,+4.966667E+00
+3.2320000000E-04,+4.966667E+00
+3.2340000000E-04,+4.966667E+00
+3.2360000000E-04,+4.966667E+00
+3.2380000000E-04,+4.966667E+00
+3.2400000000E-04,+4.966667E+00
+3.2420000000E-04,+4.966667E+00
+3.2440000000E-04,+4.966667E+00
+3.2460000000E-04,+4.966667E+00
+3.2480000000E-04,+4.966667E+00
+3.2500000000E-04,+4.983334E+00
+3.2520000000E-04,+4.966667E+00
+3.2540000000E-04,+4.966667E+00
+3.2560000000E-04,+4.983334E+00
+3.2580000000E-04,+4.975000E+00
+3.2600000000E-04,+4.966667E+00
+3.2620000000E-04,+4.975000E+00
+3.2640000000E-04,+4.966667E+00
+3.2660000000E-04,+4.966667E+00
+3.2680000000E-04,+4.966667E+00
+3.2700000000E-04,+4.966667E+00
+3.2720000000E-04,+4.966667E+00
+3.2740000000E-04,+4.966667E+00
+3.2760000000E-04,+4.966667E+00
+3.2780000000E-04,+4.966667E+00
+3.2800000000E-04,+4.966667E+00
+3.2820000000E-04,+4.966667E+00
+3.2840000000E-04,+4.975000E+00
+3.2860000000E-04,+4.975000E+00
+3.2880000000E-04,+4.983334E+00
+3.2900000000E-04,+4.966667E+00
+3.2920000000E-04,+4.966667E+00
+3.2940000000E-04,+4.966667E+00
+3.2960000000E-04,+4.975000E+00
+3.2980000000E-04,+4.975000E+00
+3.3000000000E-04,+4.966667E+00
+3.3020000000E-04,+4.966667E+00
+3.3040000000E-04,+4.966667E+00
+3.3060000000E-04,+4.966667E+00
+3.3080000000E-04,+4.966667E+00
+3.3100000000E-04,+4.966667E+00
+3.3120000000E-04,+4.966667E+00
+3.3140000000E-04,+4.966667E+00
+3.3160000000E-04,+4.966667E+00
+3.3180000000E-04,+4.975000E+00
+3.3200000000E-04,+4.966667E+00
+3.3220000000E-04,+4.966667E+00
+3.3240000000E-04,+4.975000E+00
+3.3260000000E-04,+4.966667E+00
+3.3280000000E-04,+4.966667E+00
+3.3300000000E-04,+4.983334E+00
+3.3320000000E-04,+4.966667E+00
+3.3340000000E-04,+4.958333E+00
+3.3360000000E-04,+4.983334E+00
+3.3380000000E-04,+4.966667E+00
+3.3400000000E-04,+4.966667E+00
+3.3420000000E-04,+4.966667E+00
+3.3440000000E-04,+4.966667E+00
+3.3460000000E-04,+4.966667E+00
+3.3480000000E-04,+4.966667E+00
+3.3500000000E-04,+4.966667E+00
+3.3520000000E-04,+4.966667E+00
+3.3540000000E-04,+4.975000E+00
+3.3560000000E-04,+4.975000E+00
+3.3580000000E-04,+4.966667E+00
+3.3600000000E-04,+4.975000E+00
+3.3620000000E-04,+4.966667E+00
+3.3640000000E-04,+4.966667E+00
+3.3660000000E-04,+4.966667E+00
+3.3680000000E-04,+4.966667E+00
+3.3700000000E-04,+4.966667E+00
+3.3720000000E-04,+4.966667E+00
+3.3740000000E-04,+4.966667E+00
+3.3760000000E-04,+4.966667E+00
+3.3780000000E-04,+4.966667E+00
+3.3800000000E-04,+4.975000E+00
+3.3820000000E-04,+4.966667E+00
+3.3840000000E-04,+4.975000E+00
+3.3860000000E-04,+4.983334E+00
+3.3880000000E-04,+4.983334E+00
+3.3900000000E-04,+4.966667E+00
+3.3920000000E-04,+4.966667E+00
+3.3940000000E-04,+4.966667E+00
+3.3960000000E-04,+4.966667E+00
+3.3980000000E-04,+4.966667E+00
+3.4000000000E-04,+4.975000E+00
+3.4020000000E-04,+4.966667E+00
+3.4040000000E-04,+4.966667E+00
+3.4060000000E-04,+4.966667E+00
+3.4080000000E-04,+4.975000E+00
+3.4100000000E-04,+4.966667E+00
+3.4120000000E-04,+4.966667E+00
+3.4140000000E-04,+4.966667E+00
+3.4160000000E-04,+4.966667E+00
+3.4180000000E-04,+4.966667E+00
+3.4200000000E-04,+4.966667E+00
+3.4220000000E-04,+4.966667E+00
+3.4240000000E-04,+4.975000E+00
+3.4260000000E-04,+4.966667E+00
+3.4280000000E-04,+4.966667E+00
+3.4300000000E-04,+4.966667E+00
+3.4320000000E-04,+4.966667E+00
+3.4340000000E-04,+4.966667E+00
+3.4360000000E-04,+4.966667E+00
+3.4380000000E-04,+4.966667E+00
+3.4400000000E-04,+4.966667E+00
+3.4420000000E-04,+4.966667E+00
+3.4440000000E-04,+4.966667E+00
+3.4460000000E-04,+4.966667E+00
+3.4480000000E-04,+4.966667E+00
+3.4500000000E-04,+4.966667E+00
+3.4520000000E-04,+4.966667E+00
+3.4540000000E-04,+4.966667E+00
+3.4560000000E-04,+4.975000E+00
+3.4580000000E-04,+4.966667E+00
+3.4600000000E-04,+4.966667E+00
+3.4620000000E-04,+4.966667E+00
+3.4640000000E-04,+4.966667E+00
+3.4660000000E-04,+4.966667E+00
+3.4680000000E-04,+4.966667E+00
+3.4700000000E-04,+4.966667E+00
+3.4720000000E-04,+4.966667E+00
+3.4740000000E-04,+4.975000E+00
+3.4760000000E-04,+4.975000E+00
+3.4780000000E-04,+4.975000E+00
+3.4800000000E-04,+4.966667E+00
+3.4820000000E-04,+4.966667E+00
+3.4840000000E-04,+4.966667E+00
+3.4860000000E-04,+4.966667E+00
+3.4880000000E-04,+4.966667E+00
+3.4900000000E-04,+4.966667E+00
+3.4920000000E-04,+4.966667E+00
+3.4940000000E-04,+4.966667E+00
+3.4960000000E-04,+4.966667E+00
+3.4980000000E-04,+4.966667E+00
+3.5000000000E-04,+4.966667E+00
+3.5020000000E-04,+4.966667E+00
+3.5040000000E-04,+4.966667E+00
+3.5060000000E-04,+4.966667E+00
+3.5080000000E-04,+4.966667E+00
+3.5100000000E-04,+4.975000E+00
+3.5120000000E-04,+4.966667E+00
+3.5140000000E-04,+4.975000E+00
+3.5160000000E-04,+4.966667E+00
+3.5180000000E-04,+4.966667E+00
+3.5200000000E-04,+4.966667E+00
+3.5220000000E-04,+4.966667E+00
+3.5240000000E-04,+4.966667E+00
+3.5260000000E-04,+4.966667E+00
+3.5280000000E-04,+4.966667E+00
+3.5300000000E-04,+4.966667E+00
+3.5320000000E-04,+4.966667E+00
+3.5340000000E-04,+4.983334E+00
+3.5360000000E-04,+4.966667E+00
+3.5380000000E-04,+4.966667E+00
+3.5400000000E-04,+4.966667E+00
+3.5420000000E-04,+4.966667E+00
+3.5440000000E-04,+4.966667E+00
+3.5460000000E-04,+4.966667E+00
+3.5480000000E-04,+4.966667E+00
+3.5500000000E-04,+4.966667E+00
+3.5520000000E-04,+4.966667E+00
+3.5540000000E-04,+4.975000E+00
+3.5560000000E-04,+4.966667E+00
+3.5580000000E-04,+4.975000E+00
+3.5600000000E-04,+4.991667E+00
+3.5620000000E-04,+4.966667E+00
+3.5640000000E-04,+4.966667E+00
+3.5660000000E-04,+4.975000E+00
+3.5680000000E-04,+4.975000E+00
+3.5700000000E-04,+4.975000E+00
+3.5720000000E-04,+4.975000E+00
+3.5740000000E-04,+4.966667E+00
+3.5760000000E-04,+4.983334E+00
+3.5780000000E-04,+4.966667E+00
+3.5800000000E-04,+4.966667E+00
+3.5820000000E-04,+4.983334E+00
+3.5840000000E-04,+4.966667E+00
+3.5860000000E-04,+4.966667E+00
+3.5880000000E-04,+4.966667E+00
+3.5900000000E-04,+4.966667E+00
+3.5920000000E-04,+4.983334E+00
+3.5940000000E-04,+4.966667E+00
+3.5960000000E-04,+4.966667E+00
+3.5980000000E-04,+4.966667E+00
+3.6000000000E-04,+4.983334E+00
+3.6020000000E-04,+4.975000E+00
+3.6040000000E-04,+4.966667E+00
+3.6060000000E-04,+4.975000E+00
+3.6080000000E-04,+4.975000E+00
+3.6100000000E-04,+4.966667E+00
+3.6120000000E-04,+4.966667E+00
+3.6140000000E-04,+4.966667E+00
+3.6160000000E-04,+4.966667E+00
+3.6180000000E-04,+4.966667E+00
+3.6200000000E-04,+4.966667E+00
+3.6220000000E-04,+4.966667E+00
+3.6240000000E-04,+4.966667E+00
+3.6260000000E-04,+4.966667E+00
+3.6280000000E-04,+4.983334E+00
+3.6300000000E-04,+4.966667E+00
+3.6320000000E-04,+4.966667E+00
+3.6340000000E-04,+4.966667E+00
+3.6360000000E-04,+4.966667E+00
+3.6380000000E-04,+4.966667E+00
+3.6400000000E-04,+4.966667E+00
+3.6420000000E-04,+4.966667E+00
+3.6440000000E-04,+4.966667E+00
+3.6460000000E-04,+4.975000E+00
+3.6480000000E-04,+4.966667E+00
+3.6500000000E-04,+4.966667E+00
+3.6520000000E-04,+4.966667E+00
+3.6540000000E-04,+4.966667E+00
+3.6560000000E-04,+4.966667E+00
+3.6580000000E-04,+4.966667E+00
+3.6600000000E-04,+4.966667E+00
+3.6620000000E-04,+4.966667E+00
+3.6640000000E-04,+4.966667E+00
+3.6660000000E-04,+4.966667E+00
+3.6680000000E-04,+4.966667E+00
+3.6700000000E-04,+4.975000E+00
+3.6720000000E-04,+4.966667E+00
+3.6740000000E-04,+4.966667E+00
+3.6760000000E-04,+4.966667E+00
+3.6780000000E-04,+4.983334E+00
+3.6800000000E-04,+4.966667E+00
+3.6820000000E-04,+4.975000E+00
+3.6840000000E-04,+4.966667E+00
+3.6860000000E-04,+4.975000E+00
+3.6880000000E-04,+4.966667E+00
+3.6900000000E-04,+4.966667E+00
+3.6920000000E-04,+4.966667E+00
+3.6940000000E-04,+4.966667E+00
+3.6960000000E-04,+4.966667E+00
+3.6980000000E-04,+4.983334E+00
+3.7000000000E-04,+4.966667E+00
+3.7020000000E-04,+4.966667E+00
+3.7040000000E-04,+4.966667E+00
+3.7060000000E-04,+4.966667E+00
+3.7080000000E-04,+4.975000E+00
+3.7100000000E-04,+4.966667E+00
+3.7120000000E-04,+4.966667E+00
+3.7140000000E-04,+4.991667E+00
+3.7160000000E-04,+4.966667E+00
+3.7180000000E-04,+4.975000E+00
+3.7200000000E-04,+4.975000E+00
+3.7220000000E-04,+4.966667E+00
+3.7240000000E-04,+4.966667E+00
+3.7260000000E-04,+4.966667E+00
+3.7280000000E-04,+4.966667E+00
+3.7300000000E-04,+4.966667E+00
+3.7320000000E-04,+4.975000E+00
+3.7340000000E-04,+4.966667E+00
+3.7360000000E-04,+4.966667E+00
+3.7380000000E-04,+4.983334E+00
+3.7400000000E-04,+4.975000E+00
+3.7420000000E-04,+4.966667E+00
+3.7440000000E-04,+4.966667E+00
+3.7460000000E-04,+4.966667E+00
+3.7480000000E-04,+4.966667E+00
+3.7500000000E-04,+4.966667E+00
+3.7520000000E-04,+4.966667E+00
+3.7540000000E-04,+4.966667E+00
+3.7560000000E-04,+4.983334E+00
+3.7580000000E-04,+4.966667E+00
+3.7600000000E-04,+4.966667E+00
+3.7620000000E-04,+4.966667E+00
+3.7640000000E-04,+4.983334E+00
+3.7660000000E-04,+4.966667E+00
+3.7680000000E-04,+4.966667E+00
+3.7700000000E-04,+4.966667E+00
+3.7720000000E-04,+5.000000E+00
+3.7740000000E-04,+4.966667E+00
+3.7760000000E-04,+4.975000E+00
+3.7780000000E-04,+4.975000E+00
+3.7800000000E-04,+4.966667E+00
+3.7820000000E-04,+4.966667E+00
+3.7840000000E-04,+4.975000E+00
+3.7860000000E-04,+4.983334E+00
+3.7880000000E-04,+4.966667E+00
+3.7900000000E-04,+4.966667E+00
+3.7920000000E-04,+4.966667E+00
+3.7940000000E-04,+4.966667E+00
+3.7960000000E-04,+4.966667E+00
+3.7980000000E-04,+4.966667E+00
+3.8000000000E-04,+4.966667E+00
+3.8020000000E-04,+4.966667E+00
+3.8040000000E-04,+4.966667E+00
+3.8060000000E-04,+4.975000E+00
+3.8080000000E-04,+4.966667E+00
+3.8100000000E-04,+4.966667E+00
+3.8120000000E-04,+4.966667E+00
+3.8140000000E-04,+4.966667E+00
+3.8160000000E-04,+4.975000E+00
+3.8180000000E-04,+4.966667E+00
+3.8200000000E-04,+4.966667E+00
+3.8220000000E-04,+4.966667E+00
+3.8240000000E-04,+4.966667E+00
+3.8260000000E-04,+4.966667E+00
+3.8280000000E-04,+4.966667E+00
+3.8300000000E-04,+4.975000E+00
+3.8320000000E-04,+4.966667E+00
+3.8340000000E-04,+4.966667E+00
+3.8360000000E-04,+4.966667E+00
+3.8380000000E-04,+4.966667E+00
+3.8400000000E-04,+4.975000E+00
+3.8420000000E-04,+4.966667E+00
+3.8440000000E-04,+4.966667E+00
+3.8460000000E-04,+4.966667E+00
+3.8480000000E-04,+4.966667E+00
+3.8500000000E-04,+4.966667E+00
+3.8520000000E-04,+4.966667E+00
+3.8540000000E-04,+4.966667E+00
+3.8560000000E-04,+4.966667E+00
+3.8580000000E-04,+4.966667E+00
+3.8600000000E-04,+4.966667E+00
+3.8620000000E-04,+4.966667E+00
+3.8640000000E-04,+4.983334E+00
+3.8660000000E-04,+4.975000E+00
+3.8680000000E-04,+4.966667E+00
+3.8700000000E-04,+4.966667E+00
+3.8720000000E-04,+4.975000E+00
+3.8740000000E-04,+4.966667E+00
+3.8760000000E-04,+4.975000E+00
+3.8780000000E-04,+4.983334E+00
+3.8800000000E-04,+4.983334E+00
+3.8820000000E-04,+4.975000E+00
+3.8840000000E-04,+4.966667E+00
+3.8860000000E-04,+4.975000E+00
+3.8880000000E-04,+4.975000E+00
+3.8900000000E-04,+4.975000E+00
+3.8920000000E-04,+4.966667E+00
+3.8940000000E-04,+4.966667E+00
+3.8960000000E-04,+4.966667E+00
+3.8980000000E-04,+4.975000E+00
+3.9000000000E-04,+4.966667E+00
+3.9020000000E-04,+4.966667E+00
+3.9040000000E-04,+4.966667E+00
+3.9060000000E-04,+4.966667E+00
+3.9080000000E-04,+4.966667E+00
+3.9100000000E-04,+4.966667E+00
+3.9120000000E-04,+4.975000E+00
+3.9140000000E-04,+4.966667E+00
+3.9160000000E-04,+4.966667E+00
+3.9180000000E-04,+4.966667E+00
+3.9200000000E-04,+4.991667E+00
+3.9220000000E-04,+4.975000E+00
+3.9240000000E-04,+4.966667E+00
+3.9260000000E-04,+4.966667E+00
+3.9280000000E-04,+4.966667E+00
+3.9300000000E-04,+4.966667E+00
+3.9320000000E-04,+4.975000E+00
+3.9340000000E-04,+4.966667E+00
+3.9360000000E-04,+4.966667E+00
+3.9380000000E-04,+4.966667E+00
+3.9400000000E-04,+4.966667E+00
+3.9420000000E-04,+4.975000E+00
+3.9440000000E-04,+4.966667E+00
+3.9460000000E-04,+4.975000E+00
+3.9480000000E-04,+4.966667E+00
+3.9500000000E-04,+4.991667E+00
+3.9520000000E-04,+4.966667E+00
+3.9540000000E-04,+4.966667E+00
+3.9560000000E-04,+4.966667E+00
+3.9580000000E-04,+4.966667E+00
+3.9600000000E-04,+4.966667E+00
+3.9620000000E-04,+4.966667E+00
+3.9640000000E-04,+4.966667E+00
+3.9660000000E-04,+4.966667E+00
+3.9680000000E-04,+4.975000E+00
+3.9700000000E-04,+4.966667E+00
+3.9720000000E-04,+4.966667E+00
+3.9740000000E-04,+4.966667E+00
+3.9760000000E-04,+4.966667E+00
+3.9780000000E-04,+4.966667E+00
+3.9800000000E-04,+4.966667E+00
+3.9820000000E-04,+4.966667E+00
+3.9840000000E-04,+4.966667E+00
+3.9860000000E-04,+4.966667E+00
+3.9880000000E-04,+4.966667E+00
+3.9900000000E-04,+4.975000E+00
+3.9920000000E-04,+4.966667E+00
+3.9940000000E-04,+4.966667E+00
+3.9960000000E-04,+4.966667E+00
+3.9980000000E-04,+4.966667E+00
+4.0000000000E-04,+4.966667E+00
+4.0020000000E-04,+4.966667E+00
+4.0040000000E-04,+4.966667E+00
+4.0060000000E-04,+4.966667E+00
+4.0080000000E-04,+4.975000E+00
+4.0100000000E-04,+4.966667E+00
+4.0120000000E-04,+4.975000E+00
+4.0140000000E-04,+4.966667E+00
+4.0160000000E-04,+4.966667E+00
+4.0180000000E-04,+4.966667E+00
+4.0200000000E-04,+4.966667E+00
+4.0220000000E-04,+4.966667E+00
+4.0240000000E-04,+4.983334E+00
+4.0260000000E-04,+4.966667E+00
+4.0280000000E-04,+4.966667E+00
+4.0300000000E-04,+4.983334E+00
+4.0320000000E-04,+4.966667E+00
+4.0340000000E-04,+4.966667E+00
+4.0360000000E-04,+4.975000E+00
+4.0380000000E-04,+4.966667E+00
+4.0400000000E-04,+4.966667E+00
+4.0420000000E-04,+4.966667E+00
+4.0440000000E-04,+4.966667E+00
+4.0460000000E-04,+4.966667E+00
+4.0480000000E-04,+4.975000E+00
+4.0500000000E-04,+4.966667E+00
+4.0520000000E-04,+4.966667E+00
+4.0540000000E-04,+4.966667E+00
+4.0560000000E-04,+4.966667E+00
+4.0580000000E-04,+4.966667E+00
+4.0600000000E-04,+4.966667E+00
+4.0620000000E-04,+4.966667E+00
+4.0640000000E-04,+4.975000E+00
+4.0660000000E-04,+4.966667E+00
+4.0680000000E-04,+4.966667E+00
+4.0700000000E-04,+4.975000E+00
+4.0720000000E-04,+4.966667E+00
+4.0740000000E-04,+4.966667E+00
+4.0760000000E-04,+4.966667E+00
+4.0780000000E-04,+4.958333E+00
+4.0800000000E-04,+4.966667E+00
+4.0820000000E-04,+4.966667E+00
+4.0840000000E-04,+4.966667E+00
+4.0860000000E-04,+4.966667E+00
+4.0880000000E-04,+4.966667E+00
+4.0900000000E-04,+4.975000E+00
+4.0920000000E-04,+4.966667E+00
+4.0940000000E-04,+4.966667E+00
+4.0960000000E-04,+4.966667E+00
+4.0980000000E-04,+4.966667E+00
+4.1000000000E-04,+4.975000E+00
+4.1020000000E-04,+4.975000E+00
+4.1040000000E-04,+4.983334E+00
+4.1060000000E-04,+4.966667E+00
+4.1080000000E-04,+4.975000E+00
+4.1100000000E-04,+4.966667E+00
+4.1120000000E-04,+4.966667E+00
+4.1140000000E-04,+4.966667E+00
+4.1160000000E-04,+4.966667E+00
+4.1180000000E-04,+4.975000E+00
+4.1200000000E-04,+4.975000E+00
+4.1220000000E-04,+4.966667E+00
+4.1240000000E-04,+4.966667E+00
+4.1260000000E-04,+4.966667E+00
+4.1280000000E-04,+4.966667E+00
+4.1300000000E-04,+4.966667E+00
+4.1320000000E-04,+4.966667E+00
+4.1340000000E-04,+4.966667E+00
+4.1360000000E-04,+4.975000E+00
+4.1380000000E-04,+4.966667E+00
+4.1400000000E-04,+4.966667E+00
+4.1420000000E-04,+4.966667E+00
+4.1440000000E-04,+4.966667E+00
+4.1460000000E-04,+4.966667E+00
+4.1480000000E-04,+4.966667E+00
+4.1500000000E-04,+4.966667E+00
+4.1520000000E-04,+4.966667E+00
+4.1540000000E-04,+4.983334E+00
+4.1560000000E-04,+4.966667E+00
+4.1580000000E-04,+4.966667E+00
+4.1600000000E-04,+4.966667E+00
+4.1620000000E-04,+4.966667E+00
+4.1640000000E-04,+4.966667E+00
+4.1660000000E-04,+4.966667E+00
+4.1680000000E-04,+4.966667E+00
+4.1700000000E-04,+4.966667E+00
+4.1720000000E-04,+4.966667E+00
+4.1740000000E-04,+4.983334E+00
+4.1760000000E-04,+4.966667E+00
+4.1780000000E-04,+4.966667E+00
+4.1800000000E-04,+4.966667E+00
+4.1820000000E-04,+4.966667E+00
+4.1840000000E-04,+4.975000E+00
+4.1860000000E-04,+4.966667E+00
+4.1880000000E-04,+4.966667E+00
+4.1900000000E-04,+4.966667E+00
+4.1920000000E-04,+4.966667E+00
+4.1940000000E-04,+4.966667E+00
+4.1960000000E-04,+4.966667E+00
+4.1980000000E-04,+4.975000E+00
+4.2000000000E-04,+4.966667E+00
+4.2020000000E-04,+4.975000E+00
+4.2040000000E-04,+4.966667E+00
+4.2060000000E-04,+4.966667E+00
+4.2080000000E-04,+4.966667E+00
+4.2100000000E-04,+4.966667E+00
+4.2120000000E-04,+4.966667E+00
+4.2140000000E-04,+4.966667E+00
+4.2160000000E-04,+4.966667E+00
+4.2180000000E-04,+4.966667E+00
+4.2200000000E-04,+4.966667E+00
+4.2220000000E-04,+4.975000E+00
+4.2240000000E-04,+4.966667E+00
+4.2260000000E-04,+4.966667E+00
+4.2280000000E-04,+4.966667E+00
+4.2300000000E-04,+4.983334E+00
+4.2320000000E-04,+4.983334E+00
+4.2340000000E-04,+4.966667E+00
+4.2360000000E-04,+4.966667E+00
+4.2380000000E-04,+5.000000E+00
+4.2400000000E-04,+4.975000E+00
+4.2420000000E-04,+4.966667E+00
+4.2440000000E-04,+4.966667E+00
+4.2460000000E-04,+4.966667E+00
+4.2480000000E-04,+4.966667E+00
+4.2500000000E-04,+4.966667E+00
+4.2520000000E-04,+4.966667E+00
+4.2540000000E-04,+4.975000E+00
+4.2560000000E-04,+4.966667E+00
